id^c_inspect^c_state_stage^C_COUNTRY^c_contacts^c_okved_array^C_VIDS_CL^c_okved_in_period^c_addresses^C_OKATO_CODE^c_name^C_I_NAME^C_INN^ C_KIO^C_CRR^c_kpp^c_Resident^c_taxr^c_crt_dat
140194330806^140194330811^140194330851^5623^140194330809^140194330837^140194330841^140232239094^140194330810^71183000000^Регина Феликсовна Дроздова^Regina Feliksovna Drozdova^331886841269^^110501001^^1^^12.06.16
140194330753^140194330758^140194330798^5623^140194330756^140194330784^140194330788^140533365127^140194330757^45286560000^Валентина Николаевна Голубева^Valentina Nikolaevna Golubeva^1620766075^^302591001^^0^^07.10.16
140194330700^140194330705^140194330745^5623^140194330703^140194330731^140194330735^140675814890^140194330704^45286596000^Милован Артёмович Ильин^Milovan Artemovich Il'in^505520351923^^110601001^^0^^02.01.16
140194330647^140194330652^140194330692^5623^140194330650^140194330678^140194330682^140638561736^140194330651^45263591000^Муравьев Владилен Абрамович^Murav'ev Vladilen Abramovich^450932271754^^771401001^^0^^20.02.16
140194330594^140194330599^140194330639^5623^140194330597^140194330625^140194330629^140563894171^140194330598^45286555000^Никитин Митофан Игнатьевич^Nikitin Mitofan Ignat'evich^7448529118^^507601001^^1^^13.08.16
140194330541^140194330546^140194330586^5623^140194330544^140194330572^140194330576^140232229304^140194330545^46472000000^Назар Виленович Блохин^Nazar Vilenovich Blohin^2358332456^^471201001^^0^^14.09.16
140194330488^140194330493^140194330533^5623^140194330491^140194330519^140194330523^140289499361^140194330492^87425000000^Титов Эмиль Адамович^Titov Emil' Adamovich^611264862964^^301543001^^1^^04.09.16
140194330435^140194330440^140194330480^5623^140194330438^140194330466^140194330470^140291008667^140194330439^87420000000^Ипат Феофанович Евдокимов^Ipat Feofanovich Evdokimov^5806606573^^772701001^^1^^24.05.16
140194330382^140194330387^140194330427^5623^140194330385^140194330413^140194330417^140492585463^140194330386^45263591000^Савва Бенедиктович Селиверстов^Savva Benediktovich Seliverstov^2141892762^^110501001^^0^^25.10.16
140194330329^140194330334^140194330374^5623^140194330332^140194330360^140194330364^140228818749^140194330333^45277598000^Демид Денисович Кондратьев^Demid Denisovich Kondrat'ev^758257173407^^027601001^^1^^28.08.16
140194330276^140194330281^140194330321^5623^140194330279^140194330307^140194330311^140524247319^140194330280^03420370000^Ерофей Ефимович Андреев^Erofej Efimovich Andreev^489267173864^^110501001^^1^^02.09.16
140194330223^140194330228^140194330268^5623^140194330226^140194330254^140194330258^140445653228^140194330227^18401365000^Варвара Ивановна Доронина^Varvara Ivanovna Doronina^0046896714^^860701001^^0^^17.05.16
140194330170^140194330175^140194330215^5623^140194330173^140194330201^140194330205^140464587549^140194330174^45277598000^Евсей Архипович Петров^Evsej Arhipovich Petrov^144851832164^^772701001^^0^^19.04.16
140194330115^140194330120^140194330160^5623^140194330118^140194330146^140194330150^140726261403^140194330119^03420370000^Дроздова Регина Григорьевна^Drozdova Regina Grigor'evna^8168644759^^184101001^^0^^01.09.16
140194330062^140194330067^140194330107^5623^140194330065^140194330093^140194330097^140219354528^140194330066^45263591000^Ильин Виссарион Тарасович^Il'in Vissarion Tarasovich^697284576377^^0^^0^^26.09.16
140194330009^140194330014^140194330054^5623^140194330012^140194330040^140194330044^140320776423^140194330013^18401365000^Горшкова Анастасия Павловна^Gorshkova Anastasija Pavlovna^427093057608^^770501001^^0^^26.01.16
140194329956^140194329961^140194330001^5623^140194329959^140194329987^140194329991^140740051906^140194329960^87425000000^Федорова Марфа Александровна^Fedorova Marfa Aleksandrovna^5019044329^^027601001^^1^^21.04.16
140194329903^140194329908^140194329948^5623^140194329906^140194329934^140194329938^140085384388^140194329907^45286590000^Кудряшов Родион Игнатович^Kudrjashov Rodion Ignatovich^6256627285^^081601001^^0^^20.02.16
140194329850^140194329855^140194329895^5623^140194329853^140194329881^140194329885^140322600655^140194329854^45277598000^Герасимов Прокл Иларионович^Gerasimov Prokl Ilarionovich^6676337390^^874230000^^1^^17.12.16
140194329797^140194329802^140194329842^5623^140194329800^140194329828^140194329832^140732574771^140194329801^71183000000^Игорь Архипович Беспалов^Igor' Arhipovich Bespalov^2502394918^^110801001^^1^^18.10.16
140194329744^140194329749^140194329789^5623^140194329747^140194329775^140194329779^140378342945^140194329748^46505000000^Милован Фадеевич Рыбаков^Milovan Fadeevich Rybakov^0886977473^^110201001^^0^^10.05.16
140194329691^140194329696^140194329736^5623^140194329694^140194329722^140194329726^140448137682^140194329695^45286590000^Аникей Антипович Сорокин^Anikej Antipovich Sorokin^504021639683^^860801001^^0^^25.06.16
140194329638^140194329643^140194329683^5623^140194329641^140194329669^140194329673^140122397313^140194329642^18401365000^Кошелев Варфоломей Архипович^Koshelev Varfolomej Arhipovich^558754080351^^526001001^^0^^22.03.16
140194329585^140194329590^140194329630^5623^140194329588^140194329616^140194329620^140387166455^140194329589^03420370000^Любовь Георгиевна Дьячкова^Ljubov' Georgievna D'jachkova^3444864753^^110101001^^0^^18.01.16
140194329532^140194329537^140194329577^5623^140194329535^140194329563^140194329567^140040899664^140194329536^87420000000^Устин Артёмович Кузнецов^Ustin Artemovich Kuznetsov^777067771113^^183701001^^0^^08.02.16
140194329479^140194329484^140194329524^5623^140194329482^140194329510^140194329514^140084503296^140194329483^45286555000^Виктория Наумовна Доронина^Viktorija Naumovna Doronina^379168602373^^614701001^^1^^19.02.16
140194329426^140194329431^140194329471^5623^140194329429^140194329457^140194329461^140717964641^140194329430^45293594000^Ирина Матвеевна Филиппова^Irina Matveevna Filippova^6184983478^^784201001^^1^^22.08.16
140194329373^140194329378^140194329418^5623^140194329376^140194329404^140194329408^140090858213^140194329377^46472000000^Казимир Егорович Жуков^Kazimir Egorovich Zhukov^0191263340^^874230000^^1^^15.10.16
140194329317^140194329322^140194329362^5623^140194329320^140194329348^140194329352^140586675184^140194329321^45286555000^Котова Алла Васильевна^Kotova Alla Vasil'evna^641953843318^^302501001^^1^^29.04.16
140194329263^140194329268^140194329308^5623^140194329266^140194329294^140194329298^140279138927^140194329267^45286590000^Жукова Маргарита Романовна^Zhukova Margarita Romanovna^4922088559^^775001001^^1^^03.09.16
140194329187^140194329192^140194329232^5623^140194329190^140194329218^140194329222^140427915756^140194329191^46505000000^Титов Николай Витальевич^Titov Nikolaj Vital'evich^281237933236^^027501001^^1^^17.05.16
140194329134^140194329139^140194329179^5623^140194329137^140194329165^140194329169^140489623676^140194329138^46472000000^Титова Полина Борисовна^Titova Polina Borisovna^908957740382^^470501001^^1^^13.09.16
140194329065^140194329070^140194329110^5623^140194329068^140194329096^140194329100^140114497321^140194329069^71183000000^Ольга Тимофеевна Веселова^Ol'ga Timofeevna Veselova^142963546030^^860801001^^1^^02.05.16
140194329012^140194329017^140194329057^5623^140194329015^140194329043^140194329047^140182582184^140194329016^46505000000^Силина Зинаида Львовна^Silina Zinaida L'vovna^7345240598^^302591001^^0^^23.01.16
140194328959^140194328964^140194329004^5623^140194328962^140194328990^140194328994^140184029005^140194328963^45286590000^Алексеева Людмила Архиповна^Alekseeva Ljudmila Arhipovna^700300351056^^862101001^^1^^22.02.16
140194328906^140194328911^140194328951^5623^140194328909^140194328937^140194328941^140196792295^140194328910^18401365000^Екатерина Петровна Кудряшова^Ekaterina Petrovna Kudrjashova^254256606488^^526001001^^0^^08.11.16
140194328853^140194328858^140194328898^5623^140194328856^140194328884^140194328888^140474012999^140194328857^45286596000^Зимина Октябрина Аскольдовна^Zimina Oktjabrina Askol'dovna^9166208298^^784201001^^0^^22.11.16
140194328800^140194328805^140194328845^5623^140194328803^140194328831^140194328835^140703587623^140194328804^18401365000^Куликова Анжелика Леоновна^Kulikova Anzhelika Leonovna^323028216919^^771901001^^1^^01.09.16
140194328747^140194328752^140194328792^5623^140194328750^140194328778^140194328782^140142955072^140194328751^45286596000^Геннадий Анатольевич Максимов^Gennadij Anatol'evich Maksimov^560071542738^^874230000^^1^^18.05.16
140194328694^140194328699^140194328739^5623^140194328697^140194328725^140194328729^140361825516^140194328698^45286555000^Ситников Онуфрий Игоревич^Sitnikov Onufrij Igorevich^476048487089^^860801001^^0^^02.08.16
140194328641^140194328646^140194328686^5623^140194328644^140194328672^140194328676^140511501048^140194328645^87420000000^Андрей Филиппович Афанасьев^Andrej Filippovich Afanas'ev^1657004049^^027501001^^0^^29.09.16
140194328588^140194328593^140194328633^5623^140194328591^140194328619^140194328623^140618169399^140194328592^46505000000^Кира Григорьевна Фадеева^Kira Grigor'evna Fadeeva^8856431953^^770401001^^0^^15.08.16
140194328535^140194328540^140194328580^5623^140194328538^140194328566^140194328570^140059423512^140194328539^45286596000^Лукина Людмила Валериевна^Lukina Ljudmila Valerievna^250909255445^^770901001^^0^^11.07.16
140194328482^140194328487^140194328527^5623^140194328485^140194328513^140194328517^140114751290^140194328486^71183000000^Фёкла Оскаровна Романова^Fekla Oskarovna Romanova^029072507493^^110101001^^1^^28.01.16
140194328429^140194328434^140194328474^5623^140194328432^140194328460^140194328464^140312222084^140194328433^18401365000^Родионова Ирина Вячеславовна^Rodionova Irina Vjacheslavovna^821291889664^^810101001^^0^^30.04.16
140194328376^140194328381^140194328421^5623^140194328379^140194328407^140194328411^140080145958^140194328380^46472000000^Пахом Елисеевич Блохин^Pahom Eliseevich Blohin^4888553620^^784201001^^1^^18.10.16
140194328323^140194328328^140194328368^5623^140194328326^140194328354^140194328358^140222270778^140194328327^46505000000^Шарова Татьяна Натановна^Sharova Tat'jana Natanovna^570869305823^^860701001^^1^^02.09.16
140194328270^140194328275^140194328315^5623^140194328273^140194328301^140194328305^140076033327^140194328274^45286596000^Сергей Аверьянович Гурьев^Sergej Aver'janovich Gur'ev^393426197378^^890101001^^1^^13.12.16
140194328217^140194328222^140194328262^5623^140194328220^140194328248^140194328252^140152924102^140194328221^87425000000^Антонина Георгиевна Сергеева^Antonina Georgievna Sergeeva^7166446595^^770901001^^1^^05.02.16
140194328164^140194328169^140194328209^5623^140194328167^140194328195^140194328199^140698247225^140194328168^87425000000^Семен Августович Фадеев^Semen Avgustovich Fadeev^4366660975^^161501001^^0^^18.11.16
140194328111^140194328116^140194328156^5623^140194328114^140194328142^140194328146^140139219981^140194328115^71183000000^Воронцова Ирина Леонидовна^Vorontsova Irina Leonidovna^0678201955^^110801001^^0^^02.01.16
140194328058^140194328063^140194328103^5623^140194328061^140194328089^140194328093^140375473502^140194328062^18401365000^Терентьев Венедикт Харитонович^Terent'ev Venedikt Haritonovich^0505624629^^507601001^^1^^27.02.16
140194328005^140194328010^140194328050^5623^140194328008^140194328036^140194328040^140125949489^140194328009^03420370000^Лев Яковлевич Семенов^Lev Jakovlevich Semenov^2227080862^^770401001^^0^^13.05.16
140194327949^140194327954^140194327994^5623^140194327952^140194327980^140194327984^140224509532^140194327953^45286590000^Анжелика Артемовна Шилова^Anzhelika Artemovna Shilova^2434544872^^110801001^^0^^20.10.16
140194327860^140194327865^140194327905^5623^140194327863^140194327891^140194327895^140437645201^140194327864^87425000000^Таисия Владиславовна Петрова^Taisija Vladislavovna Petrova^928051379378^^302501001^^1^^02.03.16
140194333429^140194333434^140194333474^5623^140194333432^140194333460^140194333464^140174233462^140194333433^45293594000^Сысоева Вера Руслановна^Sysoeva Vera Ruslanovna^8081850116^^770901001^^0^^23.08.16
140194333376^140194333381^140194333421^5623^140194333379^140194333407^140194333411^140560965547^140194333380^45277598000^Радислав Игнатьевич Щукин^Radislav Ignat'evich Schukin^6851250220^^184101001^^1^^11.05.16
140194333323^140194333328^140194333368^5623^140194333326^140194333354^140194333358^140606246081^140194333327^71183000000^Евдокия Аскольдовна Тихонова^Evdokija Askol'dovna Tihonova^0460925160^^860801001^^1^^20.06.16
140194333270^140194333275^140194333315^5623^140194333273^140194333301^140194333305^140476626010^140194333274^45286555000^Якуб Дмитриевич Муравьев^Jakub Dmitrievich Murav'ev^497620743615^^110601001^^1^^07.02.16
140194333217^140194333222^140194333262^5623^140194333220^140194333248^140194333252^140210572992^140194333221^45286590000^Шестаков Адриан Вячеславович^Shestakov Adrian Vjacheslavovich^690578771086^^402901001^^0^^03.11.16
140194333164^140194333169^140194333209^5623^140194333167^140194333195^140194333199^140396870760^140194333168^87425000000^Иванна Алексеевна Юдина^Ivanna Alekseevna Judina^811551702840^^183701001^^0^^01.01.16
140194333111^140194333116^140194333156^5623^140194333114^140194333142^140194333146^140292432062^140194333115^87420000000^Глеб Виленович Сорокин^Gleb Vilenovich Sorokin^223950760334^^272401001^^1^^07.05.16
140194333058^140194333063^140194333103^5623^140194333061^140194333089^140194333093^140285819887^140194333062^45286560000^Фролов Милован Давидович^Frolov Milovan Davidovich^2675926902^^770901001^^1^^27.12.16
140194333005^140194333010^140194333050^5623^140194333008^140194333036^140194333040^140039740623^140194333009^87425000000^Зимина Мария Вячеславовна^Zimina Marija Vjacheslavovna^2005800019^^184101001^^1^^25.08.16
140194332952^140194332957^140194332997^5623^140194332955^140194332983^140194332987^140313131858^140194332956^87425000000^Степанов Натан Адрианович^Stepanov Natan Adrianovich^6695325838^^302501001^^0^^04.06.16
140194332899^140194332904^140194332944^5623^140194332902^140194332930^140194332934^140486954927^140194332903^87420000000^Исаков Феофан Иларионович^Isakov Feofan Ilarionovich^166376363769^^593301001^^0^^27.01.16
140194332846^140194332851^140194332891^5623^140194332849^140194332877^140194332881^140302378452^140194332850^45286590000^Ирина Станиславовна Давыдова^Irina Stanislavovna Davydova^8099734095^^272401001^^0^^02.12.16
140194332793^140194332798^140194332838^5623^140194332796^140194332824^140194332828^140156604588^140194332797^71183000000^Валентина Тарасовна Шашкова^Valentina Tarasovna Shashkova^026066617972^^500901001^^1^^06.03.16
140194332740^140194332745^140194332785^5623^140194332743^140194332771^140194332775^140408789355^140194332744^45263591000^Остап Владиленович Капустин^Ostap Vladilenovich Kapustin^4815525780^^027601001^^0^^16.03.16
140194332687^140194332692^140194332732^5623^140194332690^140194332718^140194332722^140176222199^140194332691^45293594000^Зоя Вячеславовна Владимирова^Zoja Vjacheslavovna Vladimirova^954604860646^^771401001^^1^^09.10.16
140194332634^140194332639^140194332679^5623^140194332637^140194332665^140194332669^140342986606^140194332638^46472000000^Кузьмин Влас Брониславович^Kuz'min Vlas Bronislavovich^952069671168^^860801001^^1^^09.10.16
140194332581^140194332586^140194332626^5623^140194332584^140194332612^140194332616^140173344171^140194332585^46472000000^Романова Виктория Григорьевна^Romanova Viktorija Grigor'evna^230827594516^^772401001^^0^^27.10.16
140194332528^140194332533^140194332573^5623^140194332531^140194332559^140194332563^140695302249^140194332532^45293594000^Галина Львовна Исаева^Galina L'vovna Isaeva^8582684365^^774501001^^0^^31.05.16
140194332475^140194332480^140194332520^5623^140194332478^140194332506^140194332510^140432915460^140194332479^46505000000^Раиса Константиновна Силина^Raisa Konstantinovna Silina^661220998139^^862101001^^0^^07.09.16
140194332422^140194332427^140194332467^5623^140194332425^140194332453^140194332457^140630024660^140194332426^03420370000^Копылова Валерия Ивановна^Kopylova Valerija Ivanovna^9261001575^^110501001^^0^^11.02.16
140194332369^140194332374^140194332414^5623^140194332372^140194332400^140194332404^140316464900^140194332373^45286596000^Фомина Фаина Ждановна^Fomina Faina Zhdanovna^7328818202^^110201001^^0^^07.12.16
140194332316^140194332321^140194332361^5623^140194332319^140194332347^140194332351^140460569029^140194332320^45286590000^тов. Кошелева Евфросиния Павловна^tov. Kosheleva Evfrosinija Pavlovna^6409262790^^775001001^^1^^21.12.16
140194332263^140194332268^140194332308^5623^140194332266^140194332294^140194332298^140289662390^140194332267^45277598000^Боян Трофимович Миронов^Bojan Trofimovich Mironov^3870791487^^161501001^^0^^01.08.16
140194332210^140194332215^140194332255^5623^140194332213^140194332241^140194332245^140484272426^140194332214^71183000000^Мухина Иванна Геннадиевна^Muhina Ivanna Gennadievna^3852492711^^302301001^^1^^04.07.16
140194332157^140194332162^140194332202^5623^140194332160^140194332188^140194332192^140423294117^140194332161^87425000000^Осип Бенедиктович Белоусов^Osip Benediktovich Belousov^731425120298^^184101001^^0^^18.03.16
140194332104^140194332109^140194332149^5623^140194332107^140194332135^140194332139^140426531469^140194332108^46505000000^Самойлов Онуфрий Эдгардович^Samojlov Onufrij Edgardovich^1785510337^^110601001^^0^^21.11.16
140194332051^140194332056^140194332096^5623^140194332054^140194332082^140194332086^140357838211^140194332055^45293594000^Ирина Дмитриевна Кузнецова^Irina Dmitrievna Kuznetsova^7585114963^^110501001^^1^^13.10.16
140194331998^140194332003^140194332043^5623^140194332001^140194332029^140194332033^140381670682^140194332002^45263591000^Наум Виленович Жуков^Naum Vilenovich Zhukov^437546921658^^774501001^^1^^03.12.16
140194331921^140194331926^140194331966^5623^140194331924^140194331952^140194331956^140243071865^140194331925^46505000000^Мстислав Ильясович Горбунов^Mstislav Il'jasovich Gorbunov^4564174172^^860701001^^1^^13.05.16
140194331868^140194331873^140194331913^5623^140194331871^140194331899^140194331903^140145077020^140194331872^45286590000^Евгения Львовна Чернова^Evgenija L'vovna Chernova^316678799368^^332801001^^0^^30.04.16
140194331815^140194331820^140194331860^5623^140194331818^140194331846^140194331850^140732598601^140194331819^45286590000^Лука Ярославович Зимин^Luka Jaroslavovich Zimin^0175636090^^860801001^^0^^06.06.16
140194331762^140194331767^140194331807^5623^140194331765^140194331793^140194331797^140100351229^140194331766^03420370000^Медведев Макар Вячеславович^Medvedev Makar Vjacheslavovich^125030068021^^0^^0^^15.11.16
140194331709^140194331714^140194331754^5623^140194331712^140194331740^140194331744^140490844310^140194331713^45286555000^Колобова Евпраксия Артемовна^Kolobova Evpraksija Artemovna^730896182336^^500901001^^1^^28.05.16
140194331656^140194331661^140194331701^5623^140194331659^140194331687^140194331691^140453790248^140194331660^71183000000^Август Феодосьевич Никитин^Avgust Feodos'evich Nikitin^6094095557^^302591001^^0^^05.09.16
140194331603^140194331608^140194331648^5623^140194331606^140194331634^140194331638^140330792091^140194331607^45286560000^Михеев Вадим Димитриевич^Miheev Vadim Dimitrievich^114029263953^^507601001^^1^^12.06.16
140194331548^140194331553^140194331593^5623^140194331551^140194331579^140194331583^140206682810^140194331552^03420370000^Ковалева Тамара Борисовна^Kovaleva Tamara Borisovna^718772785264^^184101001^^1^^26.05.16
140194331495^140194331500^140194331540^5623^140194331498^140194331526^140194331530^140301425237^140194331499^46472000000^Селезнев Марк Даниилович^Seleznev Mark Daniilovich^735760708673^^503401001^^1^^15.06.16
140194331442^140194331447^140194331487^5623^140194331445^140194331473^140194331477^140527658257^140194331446^45293594000^Архипов Савелий Викторович^Arhipov Savelij Viktorovich^374579281348^^526001001^^1^^02.09.16
140194331389^140194331394^140194331434^5623^140194331392^140194331420^140194331424^140348549772^140194331393^45286596000^Блохина Анастасия Владиславовна^Blohina Anastasija Vladislavovna^5059276367^^526001001^^0^^15.03.16
140194331336^140194331341^140194331381^5623^140194331339^140194331367^140194331371^140286749157^140194331340^45263591000^Васильев Мартьян Геннадиевич^Vasil'ev Mart'jan Gennadievich^528899629793^^860701001^^1^^20.08.16
140194331283^140194331288^140194331328^5623^140194331286^140194331314^140194331318^140224780460^140194331287^45286560000^Илья Чеславович Лихачев^Il'ja Cheslavovich Lihachev^958300023793^^110601001^^1^^13.09.16
140194331230^140194331235^140194331275^5623^140194331233^140194331261^140194331265^140671219755^140194331234^71183000000^Самойлова Регина Олеговна^Samojlova Regina Olegovna^4573258576^^0^^0^^19.06.16
140194331177^140194331182^140194331222^5623^140194331180^140194331208^140194331212^140096138683^140194331181^45263591000^тов. Сазонова Октябрина Афанасьевна^tov. Sazonova Oktjabrina Afanas'evna^2312678350^^110501001^^1^^09.01.16
140194331124^140194331129^140194331169^5623^140194331127^140194331155^140194331159^140721298991^140194331128^45293594000^Боян Фадеевич Логинов^Bojan Fadeevich Loginov^968302874688^^184101001^^1^^26.01.16
140194331071^140194331076^140194331116^5623^140194331074^140194331102^140194331106^140109094402^140194331075^45263591000^Лыткин Семен Авдеевич^Lytkin Semen Avdeevich^369541039098^^110101001^^0^^22.05.16
140194338274^140194338279^140194338319^5623^140194338277^140194338305^140194338309^140353983438^140194338278^45286555000^Осипов Венедикт Филатович^Osipov Venedikt Filatovich^436685394102^^780143001^^0^^02.05.16
140194338221^140194338226^140194338266^5623^140194338224^140194338252^140194338256^140354611807^140194338225^46505000000^Воронцова Пелагея Афанасьевна^Vorontsova Pelageja Afanas'evna^876560169220^^332801001^^0^^16.02.16
140194338168^140194338173^140194338213^5623^140194338171^140194338199^140194338203^140097905314^140194338172^45286590000^Крылова Александра Ивановна^Krylova Aleksandra Ivanovna^4615459388^^110101001^^1^^24.01.16
